,Currency_x,time_period_end,price_open_x,price_high_x,price_low_x,price_close_x,volume_traded_x,trades_count_x,Currency_y,price_open_y,price_high_y,price_low_y,price_close_y,volume_traded_y,trades_count_y,Open_x,High_x,Low_x,Close_x,Adj Close_x,Volume_x,Currency_x,price_open_x,price_high_x,price_low_x,price_close_x,volume_traded_x,trades_count_x,Open_y,High_y,Low_y,Close_y,Adj Close_y,Volume_y,Currency_y,price_open_y,price_high_y,price_low_y,price_close_y,volume_traded_y,trades_count_y,Open_x,High_x,Low_x,Close_x,Adj Close_x,Volume_x,Open_y,High_y,Low_y,Close_y,Adj Close_y,Volume_y,Open,High,Low,Close,Adj Close,Volume
98,BTC,2015-11-23,319.29,350.44,307.38,324.2,491394.62728983,408461.0,,,,,,,,0.00425,0.004397,0.004,0.004,0.004,73.0,LTC,3.02593,3.28,3.0,3.1439999999999997,955988.57421758,79693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,BTC,2015-11-30,321.001,376.0,314.9,371.48,591741.8507638001,456094.0,,,,,,,,0.004,0.004799,0.0038,0.00475,0.00475,525.0,LTC,3.142,3.7666,2.965,3.6689999999999996,2234701.86471449,102508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,BTC,2015-12-07,373.84,407.57,345.0,387.55,731831.19028969,593008.0,,,,,,,,0.00475,0.009998,0.0045,0.0059,0.0059,1263.0,LTC,3.64572,3.78,3.26,3.39,2129087.40136973,118989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,BTC,2015-12-14,381.575,475.04,379.2,433.07,909466.5290009001,874939.0,,,,,,,,0.0059,0.006997,0.00425,0.0049,0.0049,4713.0,LTC,3.37943,4.35,3.361,3.585,2911653.5705226567,128966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,BTC,2015-12-21,433.0,469.99,421.82,440.045,842285.03188986,856413.0,,,,,,,,0.005,0.006693999999999999,0.004716,0.0051,0.0051,167.0,LTC,3.571,3.88,3.42,3.49,1674232.15848556,112874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,BTC,2015-12-28,442.36,464.09,393.22,422.32,615798.72016579,616478.0,,,,,,,,0.0051,0.0055,0.0049,0.0052,0.0052,73.0,LTC,3.545,3.7,3.3,3.465,1408041.78503553,111916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,BTC,2016-01-04,421.82,439.95,412.5,431.91,372228.20868644,442589.0,,,,,,,,0.0052,0.00564,0.004,0.0054,0.0054,164.0,LTC,3.469,3.552,3.38,3.472,697670.48026088,75390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,BTC,2016-01-11,427.30699999999996,465.0,423.5,448.66,409386.15598372,497715.0,,,,,,,,0.0054,0.0054,0.0040100000000000005,0.004917,0.004917,150.0,LTC,3.4661800000000005,3.6460000000000004,3.423,3.533,833449.54100831,104255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,BTC,2016-01-18,449.34,455.0,346.01199999999994,380.16,773427.65532802,676094.0,,,,,,,,0.004917,0.0056159999999999995,0.004917,0.005122,0.005122,234.0,LTC,3.534,3.65,2.88,3.0060000000000002,2042410.336753129,126093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,BTC,2016-01-25,382.11,428.0,369.0,402.65,656163.93735803,596440.0,,,,,,,,0.005122,0.00785,0.005,0.006154,0.006154,1463.0,LTC,3.016,3.46,2.9410000000000003,3.178,1596422.85149285,106334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,BTC,2016-02-01,402.76,406.69999,360.03,366.49,444732.75905249995,457474.0,,,,,,,,0.006154,0.009086,0.0053,0.007644,0.007644,339.0,LTC,3.178,3.33,3.0,3.0410000000000004,853032.8738173001,89131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,BTC,2016-02-08,365.58,393.89,363.23,377.63,447171.00318605,522471.0,,,,,,,,0.008122,0.1,0.006386,0.00821,0.00821,9263.0,LTC,3.043,3.199,2.9810000000000003,3.0839999999999996,621742.59523706,82208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,BTC,2016-02-15,377.47,408.98,361.1,405.0,440366.67570055,486607.0,,,,,,,,0.00821,0.0088,0.007326999999999999,0.008312,0.008312,7489.0,LTC,3.0839999999999996,3.201,2.89833,3.201,496500.05039777,83546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,BTC,2016-02-22,407.49,451.6,390.10001,439.42,557128.6923208,608505.0,,,,,,,,0.008312,0.008312,0.007515000000000001,0.008154999999999999,0.008154999999999999,584.0,LTC,3.193,3.8,2.8560000000000003,3.4410000000000003,1092011.47054906,104612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,BTC,2016-02-29,433.96,442.67,409.07,434.45,368145.88478771,472873.0,,,,,,,,0.008154999999999999,0.008457,0.007162000000000001,0.00755,0.00755,8598.0,LTC,3.38927,3.5509,3.2289999999999996,3.40659,581490.61046757,64034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,BTC,2016-03-07,433.73,445.0,381.09,403.75,488393.58206905,526489.0,,,,,,,,0.00755,0.009694,0.00755,0.008182,0.008182,3372.0,LTC,3.429,3.5,2.63158,3.198,800380.11718028,76796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,BTC,2016-03-14,403.24,429.702,395.0,411.87,330639.38536702,418508.0,ETH,10.297,15.074000000000002,10.097000000000001,14.456,710.0910240000001,240.0,0.008182,0.008870999999999999,0.007201000000000001,0.00778,0.00778,5688.0,LTC,3.195,3.41545,2.91,3.27333,594465.9065424,88198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,BTC,2016-03-21,412.51,422.69,395.65,411.28,286603.96847961,386843.0,ETH,14.530999999999999,14.95,8.338,10.267999999999999,148878.39686072,13130.0,0.00778,0.008511,0.00778,0.007863,0.007863,4064.0,LTC,3.29014,3.32994,2.91,3.1919999999999997,526297.57615698,64686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,BTC,2016-03-28,411.25,431.0,400.0,424.73,267447.58507695,359996.0,ETH,10.219,12.47,10.14,10.407,75073.98706272,6741.0,0.007863,0.008122,0.006901000000000001,0.007478,0.007478,6396.0,LTC,3.194,3.35,2.37644,3.2601,469229.14055895,54571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,BTC,2016-04-04,420.29900000000004,428.10900000000004,404.55,420.6,264556.01720508,398204.0,ETH,10.446,12.3,10.4,11.61,71115.01253707,5803.0,0.007478,0.007595,0.005679999999999999,0.0061,0.0061,2314.0,LTC,3.29,3.3268699999999995,2.88025,3.253,471378.82129092,74128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,BTC,2016-04-11,415.55199999999996,425.96,409.38,419.76,198644.487127,336033.0,ETH,11.61,11.665,7.52,8.931000000000001,109309.61865124,6017.0,0.0061,0.006634999999999999,0.00557,0.006634999999999999,0.006634999999999999,2164.0,LTC,3.255,3.2989599999999997,3.15,3.23,296951.31906199997,34178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,BTC,2016-04-18,416.8,435.67,414.01,426.31,222778.52477347,356035.0,ETH,8.9299,10.899000000000001,6.855,9.29,133657.47771377,8761.0,0.006634999999999999,0.0077599999999999995,0.00644,0.007225,0.007225,1317.0,LTC,3.21,3.335,3.18518,3.255,263856.45838273,39506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,BTC,2016-04-25,426.77,470.02,419.801,457.3,327983.43998681,420395.0,ETH,9.29,9.55,7.73,8.1919,143288.37839948,9867.0,0.007225,0.007428,0.006423999999999999,0.0065829999999999994,0.0065829999999999994,343.0,LTC,3.255,3.7,3.0126,3.6711,635929.74558739,83388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,BTC,2016-05-02,464.47,472.38,431.0,451.45,396278.88412209,499873.0,ETH,8.1735,9.36,7.1205,8.7911,258171.11032695,13779.0,0.0065829999999999994,0.00672,0.006104999999999999,0.0063030000000000004,0.0063030000000000004,4126.0,LTC,3.6806,4.38,3.46829,3.72,2250757.08576172,121785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,BTC,2016-05-09,456.99,466.0,436.0,452.27,297174.47726220003,410844.0,ETH,8.83,11.0,7.15,9.51,225786.86970497,12377.0,0.0063030000000000004,0.006406,0.00571,0.006091,0.006091,5203.0,LTC,3.705,4.033,3.49,3.948,794325.3081508001,75095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,BTC,2016-05-16,459.88,465.9,443.0,457.56,255357.85255166,378805.0,ETH,9.5,12.0,9.252,10.008,205921.60693633,13120.0,0.006091,0.006188,0.0057,0.00594,0.00594,6839.0,LTC,3.935,4.82789,3.64,4.064,1084573.82123571,85201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,BTC,2016-05-23,461.48,461.59,427.061,438.8,246772.96518416,386674.0,ETH,9.968,14.89,9.968,14.21,668246.38508196,29663.0,0.00594,0.0061979999999999995,0.00485,0.005613,0.005613,3537.0,LTC,4.055,4.2241,3.55,3.929,1146886.244270709,81060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,BTC,2016-05-30,442.45,570.0,435.55,531.0,532170.34142883,671597.0,ETH,14.224,14.49,10.384,12.45,614111.21588901,28587.0,0.005613,0.00594,0.005406,0.005799,0.005799,9422.0,LTC,3.9330000000000003,5.0969999999999995,3.8313,4.516,1953067.056748539,113444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,BTC,2016-06-06,525.22,603.45,485.895,574.02,517522.20554700005,622595.0,ETH,12.482000000000001,14.3,12.3,13.895,438532.5794282,18080.0,0.005799,0.0059,0.005425999999999999,0.005599,0.005599,23531.0,LTC,4.471,7.99,4.03,4.831,1250690.17416169,128862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,BTC,2016-06-13,574.01,700.0,497.01,672.0,518569.38653563,602006.0,ETH,13.97,16.087,13.561,15.777999999999999,492038.64989989,26695.0,0.005599,0.02,0.0054670000000000005,0.007238,0.007238,132765.0,LTC,4.821000000000001,7.8,4.59,5.465,1372000.71089707,95929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,BTC,2016-06-20,677.45,789.78,598.0,764.41,940229.26458822,831069.0,ETH,15.777999999999999,22.0,10.0,12.251,3974523.34933633,126799.0,0.007238,0.009991,0.0057810000000000005,0.0065,0.0065,144800.0,LTC,5.25,16.861,4.5,5.603,3025536.337890899,141620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,BTC,2016-06-27,768.94,770.0,1.5,624.29,1079179.06954621,888643.0,ETH,12.251,15.9,10.51,14.02,1677915.32955265,61868.0,0.0065,0.0075,0.006263,0.006789,0.006789,52336.0,LTC,5.6,25.0,3.305,4.06,3100942.498908179,182591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,BTC,2016-07-04,638.56,706.98,600.0,650.105,612369.58067116,495116.0,ETH,13.745,14.59,11.513,12.02,801336.96628872,27432.0,0.006789,0.00692,0.00611,0.00644,0.00644,35013.0,LTC,4.061,4.88781,3.84,4.2219999999999995,1163918.51438741,82961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,BTC,2016-07-11,664.09,684.91,589.576,649.09,507367.98875165,449267.0,ETH,11.753,11.99,9.31,10.96,998586.99679838,31340.0,0.00644,0.006881,0.0062,0.006731999999999999,0.006731999999999999,13816.0,LTC,4.236000000000001,22.0,3.8102,4.135,1187960.61438622,71048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,BTC,2016-07-18,648.77,689.96,630.0,665.799,331161.98114209,321049.0,ETH,11.0,12.75,10.11,11.255,747672.71258016,24109.0,0.006731999999999999,0.006734,0.0061,0.006286,0.006286,17436.0,LTC,4.118,4.342,3.97,4.188,483429.53186779993,49864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,BTC,2016-07-25,680.0,686.74,639.41,653.4119999999999,241824.89275651,255923.0,ETH,11.255,15.39,11.0,12.770999999999999,2636570.08925092,72088.0,0.006286,0.0065,0.005751,0.006,0.006,10462.0,LTC,4.2187,4.2432,3.90765,4.067,480429.718768669,53045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,BTC,2016-08-01,660.92,664.675,614.97,622.83,238550.42093535,277919.0,ETH,12.71,14.01,11.302999999999999,11.876,1881563.88679827,77435.0,0.006,0.006881,0.0048,0.0062,0.0062,24416.0,LTC,4.023,4.1995,3.833,3.927,502575.97267256,52350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,BTC,2016-08-08,626.97,635.73,460.3,588.8,404677.75143406,432120.0,ETH,11.87,12.040999999999999,9.0,10.99,656683.35954568,39450.0,0.0062,0.006561,0.005,0.005944,0.005944,18185.0,LTC,3.928,3.9805699999999997,3.22,3.759,720074.84753136,85703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,BTC,2016-08-15,595.14,614.5,556.24,574.99,216813.94836864,345524.0,ETH,10.99,12.91,10.94,11.28,809270.88861422,48340.0,0.005944,0.006437999999999999,0.005806,0.00604,0.00604,12421.0,LTC,3.758,3.93,3.38714,3.657,660601.28934033,71716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,BTC,2016-08-22,569.65,587.803,552.3,581.42,214256.83343551,273594.0,ETH,11.28,11.52,10.61,11.21,593707.76433996,33065.0,0.00604,0.00625,0.005619,0.006057,0.006057,12813.0,LTC,3.656,3.695,3.49,3.6310000000000002,469618.12037714,57707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,BTC,2016-08-29,581.34,598.0,562.62,575.41,167837.36461826,281804.0,ETH,11.17,11.47,10.85,11.01,286274.17618701,21172.0,0.006057,0.0067,0.00585,0.005947,0.005947,26602.0,LTC,3.6310000000000002,4.04381,3.56,3.734,1013434.39000457,85607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,BTC,2016-09-05,575.41,618.65,565.556,611.92,217193.29480303,303110.0,ETH,11.01,12.597999999999999,10.780999999999999,11.737,403720.28920407,32889.0,0.005947,0.0061,0.00581,0.005825,0.005825,10234.0,LTC,3.733,4.1080000000000005,3.38726,4.02,464080.14265412,62504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,BTC,2016-09-12,608.081,636.16,585.67,607.94,188448.24664677,240484.0,ETH,11.77,12.298,11.264000000000001,11.65,363488.12188495,27483.0,0.005825,0.0115,0.005794,0.006998999999999999,0.006998999999999999,108203.0,LTC,4.016,4.0969,3.8,3.93,376846.72516577,65033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,BTC,2016-09-19,611.79,640.0,597.09,611.4,174583.84722667,235410.0,ETH,11.684000000000001,13.100999999999999,11.632,12.45,710017.12007729,41012.0,0.006998999999999999,0.008176000000000001,0.0066430000000000005,0.008166,0.008166,29988.0,LTC,3.844,4.02554,3.7089999999999996,3.822,301812.24831205,41740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,BTC,2016-09-26,611.4,615.05,583.08,601.67,126337.84832802,196312.0,ETH,12.447000000000001,15.4,12.33,13.08,692263.79904709,54244.0,0.008166,0.009496,0.007645999999999999,0.00795,0.00795,66392.0,LTC,3.825,6.72,3.61,3.798,348250.34632657,46846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,BTC,2016-10-03,601.67,625.0,575.0,612.4,121244.94514078,201438.0,ETH,13.08,13.58,12.81,13.28,330601.37290778,31654.0,0.00795,0.0084,0.007088,0.00745,0.00745,22531.0,LTC,3.798,4.0,3.77124,3.8339999999999996,295289.60965646,44057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,BTC,2016-10-10,612.42,629.9,604.98,617.42,112756.53888977,183602.0,ETH,13.29,13.58,11.99,12.1,457760.22227516,33912.0,0.00745,0.009,0.00745,0.008029999999999999,0.008029999999999999,34294.0,LTC,3.8369999999999997,3.94,3.7560000000000002,3.804,218175.23759654,42503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,BTC,2016-10-17,617.43,648.05,610.0,644.18,147519.91055144,241501.0,ETH,12.1,12.33,11.6,11.95,431571.76920267,33978.0,0.008029999999999999,0.00935,0.007899,0.008903,0.008903,38504.0,LTC,3.802,3.99,3.7110000000000003,3.8500050000000003,347543.25474246,59992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,BTC,2016-10-24,642.1,672.2,618.16,651.04,164513.130316,355240.0,ETH,11.95,12.94,11.811,11.94,469593.42216381,44872.0,0.008903,0.00949,0.00725,0.008023,0.008023,52151.0,LTC,3.865,3.9995,3.62,3.878,433985.20896549,68136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,BTC,2016-10-31,651.05,725.64,640.0,697.41,235223.73956029996,513837.0,ETH,11.93,12.23,9.237860000000001,11.19,815239.6313330999,70810.0,0.008023,0.008436,0.007836,0.00807,0.00807,20964.0,LTC,3.88,4.25,3.76,3.92224,710252.50108974,89828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,BTC,2016-11-07,697.39,754.66,665.04,699.2,269949.38958217,538519.0,ETH,11.2,13.5,10.35,11.01,603760.97235026,58847.0,0.00807,0.008482,0.00775,0.008028,0.008028,14687.0,LTC,3.92,4.5,3.38715,3.825,590521.64033081,82503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,BTC,2016-11-14,699.39,747.26,683.23,696.4989999999999,186368.37583199,306585.0,ETH,11.01,11.210999999999999,9.56002,10.14,521807.52483181,44845.0,0.008028,0.008151,0.0073,0.00765,0.00765,24363.0,LTC,3.825,3.99,3.4851,3.867,485815.84487715,69213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,BTC,2016-11-21,704.01,763.85,673.85,725.22,243802.42619385,349799.0,ETH,10.13,13.0,9.400360000000001,9.6,496453.24600704,40844.0,0.00765,0.0076560000000000005,0.00675,0.006845,0.006845,20552.0,LTC,3.8549029999999997,4.15,3.75,3.877,494305.32516634,65687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,BTC,2016-11-28,731.72,758.19,715.0,724.98,150154.42262789,262056.0,ETH,9.58,18.0,5.0,8.98,467165.58532613,33552.0,0.006845,0.00704,0.006423000000000001,0.006423000000000001,0.006423000000000001,15169.0,LTC,3.877,6.99,3.8013,3.859,281937.55658798,44670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,BTC,2016-12-05,729.24,781.9760000000001,721.0,762.0,183424.27836525,305288.0,ETH,8.97,9.04919,7.1,7.37,1054145.85002455,46472.0,0.006423000000000001,0.0072900000000000005,0.006304,0.0067659999999999994,0.0067659999999999994,8912.0,LTC,3.86,3.98,3.51,3.895,489179.60096484,55888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,BTC,2016-12-12,767.94,785.36,743.0,771.05,157966.97324959,276912.0,ETH,7.39,12.0,5.861000000000001,8.23,1287549.04912359,54237.0,0.0067659999999999994,0.006853,0.0064540000000000005,0.0065,0.0065,10036.0,LTC,3.8989999999999996,3.911,2.609,3.637,917399.29735442,67562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,BTC,2016-12-19,771.05,800.8,759.93,794.211,137609.49149211,251686.0,ETH,8.23,8.626,4.5,7.8803,584156.42483917,38870.0,0.0065,0.006623,0.005961999999999999,0.0063100000000000005,0.0063100000000000005,23400.0,LTC,3.635,3.7467099999999998,3.5,3.675,301576.16113053,45630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,BTC,2016-12-26,790.71,4000.0,775.3489999999999,898.02,307579.32038626,435185.0,ETH,7.9039,7.985539999999999,7.01,7.1826,645493.14500845,47331.0,0.0063100000000000005,0.006862999999999999,0.00605,0.006346,0.006346,19418.0,LTC,3.675,5.14,3.539853,4.277,1261999.85221309,110761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,BTC,2017-01-02,898.0,1014.76,865.953,992.95,291612.81618627,435349.0,ETH,7.18,8.6,7.01012,8.18,1062753.48496854,69552.0,0.006346,0.006889,0.00565,0.006251,0.006251,116863.0,LTC,4.130252,5.0,4.0,4.493,1336143.84161202,98848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,BTC,2017-01-09,992.96,1175.0,777.7769999999999,923.33,735610.83822437,806432.0,ETH,8.2,13.8,6.0,10.5,2362720.96793214,172153.0,0.006251,0.007137999999999999,0.006124,0.006809999999999999,0.006809999999999999,114205.0,LTC,4.302,6.98,3.420003,3.9819999999999998,2088933.6536805,159328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,BTC,2017-01-16,922.04,927.45,705.01,808.9989999999999,462033.55797312,546041.0,ETH,10.359000000000002,10.839,9.082,9.728,269049.35271131,11556.0,0.006809999999999999,0.00719,0.0064,0.00678,0.00678,196779.0,LTC,3.7862940000000003,6.5,3.563,3.845,1574943.94151359,128443.0,,,,,,,,,,,,,,,,,,,,0.002251,0.003,0.00225,0.0022530000000000002,0.0022530000000000002,5368.0,,,,,,
159,BTC,2017-01-23,833.43,948.32,806.82,923.76,276617.48888554,369400.0,ETH,9.7419,11.035,9.53,10.664000000000001,456313.16583402,16335.0,0.00678,0.0068200000000000005,0.003,0.0063100000000000005,0.0063100000000000005,101828.0,LTC,3.852,6.44,3.0,3.7902199999999997,720715.55621891,61309.0,,,,,,,,,,,,,,,,,,,,0.0022530000000000002,0.002398,0.0020559999999999997,0.0022,0.0022,22435.0,,,,,,
160,BTC,2017-01-30,929.45,938.1,875.0,912.55,154999.92788617,245660.0,ETH,10.671,11.1971,10.35,10.43361,176604.19789213,4710.0,0.0063100000000000005,0.0066099999999999996,0.00618,0.00629,0.00629,127639.0,LTC,3.8099540000000003,3.968,3.642,3.8560000000000003,277130.82920318,11747.0,,,,,,,,,,,,,,,,,,,,0.0022,0.002497,0.002149,0.002442,0.002442,6527.0,,,,,,
161,BTC,2017-02-06,913.12,1046.501,903.0,1015.91,266221.0092059,328737.0,ETH,10.46999,11.46718,10.376,11.133,391304.90911449,9010.0,0.00629,0.00648,0.00595,0.00627,0.00627,158178.0,LTC,3.84,4.69,3.69,3.9939999999999998,508369.01633452,11014.0,,,,,,,,,,,,,,,,,,,,0.002442,0.002442,0.0018920000000000002,0.002168,0.002168,7754.0,,,,,,
162,BTC,2017-02-13,1010.03,1085.93,913.73,1000.73,369607.79888899706,442819.0,ETH,11.217,13.79,10.409,11.5,773596.81014191,87759.0,0.00627,0.006379999999999999,0.005,0.00591,0.00591,614907.0,LTC,3.977,4.06,3.4,3.7194,1181621.18175892,71380.0,,,,,,,,,,,,,,,,,,,,0.002168,0.002361,0.0018920000000000002,0.0019850000000000002,0.0019850000000000002,626.0,,,,,,
163,BTC,2017-02-20,1001.59,1079.44,958.88,1033.595,215211.81125743102,318085.0,ETH,11.5,14.7,11.05,12.9,1403257.44284547,98513.0,0.00591,0.0059700000000000005,0.0055,0.0057,0.0057,114738.0,LTC,3.725,3.95,3.65,3.718663,565761.00539609,63732.0,,,,,,,,,,,,,,,,,,,,0.0019850000000000002,0.002367,0.001732,0.001884,0.001884,27977.0,,,,,,
164,BTC,2017-02-27,1033.595,1239.0,1025.005,1142.201,370632.317150309,461573.0,ETH,12.7813,14.84,10.0,14.568,1354444.1942276,87580.0,0.0057,0.006679999999999999,0.00525,0.00604,0.00604,568023.0,LTC,3.76,4.0,3.093,3.88,993982.42821909,40911.0,,,,,,,,,,,,,,,,,,,,0.001884,0.001934,0.001691,0.0017420000000000003,0.0017420000000000003,39335.0,,,,,,
165,BTC,2017-03-06,1180.96,1345.44,1085.71,1255.608,304407.336871954,461565.0,ETH,14.567,54.89,14.25,19.4,3931555.33185053,168518.0,0.00604,0.00692,0.0058,0.00632,0.00632,837471.0,LTC,3.77,4.5,3.72223,3.9486489999999996,1290787.67404925,66968.0,,,,,,,,,,,,,,,,,,,,0.0017420000000000003,0.0021,0.001401,0.0017670000000000001,0.0017670000000000001,68319.0,,,,,,
166,BTC,2017-03-13,1255.608,1587.32,956.85,1206.3010000000002,556152.06505534,692874.0,ETH,19.39,24.95,13.3,23.39,3707123.55943772,179934.0,0.00632,0.00731,0.00576,0.006690000000000001,0.006690000000000001,1557267.0,LTC,3.948664,4.26,3.653003,3.837999,1085187.85501882,63344.0,,,,,,,,,,,,,,,,,,,,0.0017670000000000001,0.002098,0.001673,0.0017010000000000003,0.0017010000000000003,94254.0,,,,,,
167,BTC,2017-03-20,1235.27,1280.35,0.14,1020.48,672961.981340988,912155.0,ETH,23.38,57.67,23.16007,43.167,9076697.24210756,503006.0,0.006690000000000001,0.01182,0.00645,0.00937,0.00937,3919932.0,LTC,3.908,4.79999999,3.69,3.997,3528885.98888102,129693.0,,,,,,,,,,,,,,,,,,,,0.0017010000000000003,0.002396,0.0017010000000000003,0.001991,0.001991,189329.0,,,,,,
168,BTC,2017-03-27,1016.1,1161.1885892,881.8910000000001,968.9,707170.276123561,839282.0,ETH,43.05,58.989,37.6,51.083,3724094.72375938,323493.0,0.00937,0.0695,0.0075,0.0615,0.0615,27812056.0,LTC,3.997,5.151,3.62,4.1,1825202.09458047,83908.0,,,,,,,,,,,,,,,,,,,,0.001991,0.0051,0.001837,0.004405,0.004405,592113.0,,,,,,
169,BTC,2017-04-03,974.25,1133.79,945.24,1078.01,554621.4872587121,811863.0,ETH,50.74,56.9999,41.84776534,48.74,2661843.39949057,270181.0,0.0615,0.062,0.025,0.034210000000000004,0.034210000000000004,32197704.0,LTC,4.06,9.9,3.99474,8.23,13030196.15991596,356104.0,,,,,,,,,,,,,,,,,,,,0.004405,0.00509,0.002501,0.002769,0.002769,930205.0,,,,,,
170,BTC,2017-04-10,1090.003,1250.71,1076.19,1211.0,488330.56377029297,778090.0,ETH,48.325070000000004,54.998999999999995,40.737595,43.937,2543981.57590455,251242.0,0.034210000000000004,0.0359,0.032,0.03306,0.03306,6650851.0,LTC,8.333,15.97999999,7.4510000000000005,9.17,17428088.58931647,461923.0,,,,,,,,,,,,,,,,,,,,0.002769,0.003989,0.0027,0.0036229999999999995,0.0036229999999999995,513202.0,,,,,,
171,BTC,2017-04-17,1205.2,1267.68,0.06,1228.73,326253.40578649996,551206.0,ETH,43.92,74.98,42.1,48.13,1413707.58013445,286377.0,0.03306,0.0347,0.026430000000000002,0.03141,0.03141,9065953.0,LTC,9.306000000000001,12.7,8.66,11.7,7903244.61124431,241166.0,,,,,,,,,,,,,,,,,,,,0.0036229999999999995,0.0037990000000000003,0.003,0.0035020000000000003,0.0035020000000000003,499154.0,,,,,,
172,BTC,2017-04-24,1195.82,1359.0,1161.0,1239.037,356215.364257136,765520.0,ETH,48.19,56.998999999999995,45.0,53.332,1277914.64019865,315275.0,0.03141,0.05952,0.0309,0.05218,0.05218,19665727.0,LTC,11.867,17.361,9.6,16.689,12484352.57897512,478348.0,,,,,,,,,,,,,,,,,,,,0.0035020000000000003,0.0055,0.00281,0.004804999999999999,0.004804999999999999,1010194.0,,,,,,
173,BTC,2017-05-01,1251.91,1449.7,1170.0,1301.82013,370101.780720529,830757.0,ETH,48.95,83.999,48.001000000000005,80.81,2996694.94205674,469077.0,0.05218,0.155,0.049030000000000004,0.1391,0.1391,65376123.0,LTC,15.2999,17.509,12.9,16.2,7988756.83627648,403844.0,,,,,,,,,,,,,,,,,,,,0.004804999999999999,0.052,0.0045,0.039,0.039,31506705.0,,,,,,
