Date,Open,High,Low,Close,Adj Close,Volume
2017-09-21,0.190700,513993.375000,0.000000,0.172700,0.172700,783539
2017-09-22,0.176200,226391.343750,0.131500,0.157800,0.157800,791877
2017-09-23,0.171700,1877078.375000,0.114500,0.133500,0.133500,585443
2017-09-24,0.131800,1469520.000000,0.020490,0.169600,0.169600,733111
2017-09-25,0.176900,5131086.000000,0.149500,0.178400,0.178400,579626
2017-09-26,0.174600,4362505.000000,0.171400,0.195100,0.195100,537184
2017-09-27,0.209500,0.403000,0.188200,0.192200,0.192200,612358
2017-09-28,0.187700,4451230.500000,0.181700,0.243300,0.243300,1949106
2017-09-29,0.235100,4063011.750000,0.219100,0.318300,0.318300,3970997
2017-09-30,0.329400,600798720.000000,0.304900,0.449300,0.449300,7901455
2017-10-01,0.451100,22464.939453,0.384500,0.436500,0.436500,3268804
2017-10-02,0.426200,64.349998,0.353200,0.357400,0.357400,2419725
2017-10-03,0.351300,0.368800,0.279800,0.345500,0.345500,3346428
2017-10-04,0.345300,11002.169922,0.335400,0.392000,0.392000,2717192
2017-10-05,0.396500,14720.000000,0.386400,0.405000,0.405000,2002202
2017-10-06,0.423300,64172.718750,0.400200,0.468000,0.468000,4111841
2017-10-07,0.472500,4644.000000,0.422700,0.463500,0.463500,2252376
2017-10-08,0.460800,0.475700,0.352200,0.397400,0.397400,2459232
2017-10-09,0.381300,0.430900,0.353100,0.378600,0.378600,2120064
2017-10-10,0.380500,0.430700,0.356100,0.411000,0.411000,2008494
2017-10-11,0.417000,29577.310547,0.408900,0.449100,0.449100,2124667
2017-10-12,0.449200,38609.390625,0.416200,0.441600,0.441600,3197938
2017-10-13,0.491100,636.609985,0.409600,0.433500,0.433500,2918853
2017-10-14,0.436000,0.453700,0.389600,0.389600,0.389600,1420133
2017-10-15,0.387100,0.431200,0.353100,0.413700,0.413700,1672616
2017-10-16,0.410800,0.515700,0.371300,0.424500,0.424500,4244190
2017-10-17,0.401500,3.636000,0.355000,0.402800,0.402800,2058476
2017-10-18,0.399400,0.413900,0.333900,0.366200,0.366200,2058896
2017-10-19,0.359100,25518.099609,0.292900,0.299800,0.299800,2446768
2017-10-20,0.295600,120025.742188,0.215300,0.224500,0.224500,2630308
2017-10-21,0.221800,37.380001,0.196000,0.251200,0.251200,1925124
2017-10-22,0.248600,19.840000,0.239400,0.264600,0.264600,1241775
2017-10-23,0.256700,73174.609375,0.230600,0.241400,0.241400,1063076
2017-10-24,0.250900,15.760000,0.250000,0.254100,0.254100,1000685
2017-10-25,0.253900,0.258300,0.234000,0.252700,0.252700,813088
2017-10-26,0.251900,0.253500,0.225500,0.227000,0.227000,585869
2017-10-27,0.227700,0.235600,0.219300,0.227000,0.227000,583099
2017-10-28,0.224700,0.225100,0.196600,0.205300,0.205300,519350
2017-10-29,0.212800,0.219700,0.186100,0.198100,0.198100,769494
2017-10-30,0.199800,0.212800,0.188700,0.208600,0.208600,476575
2017-10-31,0.206500,0.223400,0.182200,0.190400,0.190400,638103
2017-11-01,0.181500,0.259100,0.148200,0.159500,0.159500,835007
2017-11-02,0.157000,886.099976,0.137200,0.164000,0.164000,1140946
2017-11-03,0.175300,0.194800,0.163100,0.168200,0.168200,736138
2017-11-04,0.165700,0.186300,0.160900,0.176100,0.176100,613530
2017-11-05,0.173900,0.181300,0.168900,0.174700,0.174700,258107
2017-11-06,0.175100,0.175900,0.155800,0.167700,0.167700,449239
2017-11-07,0.164900,0.178000,0.159700,0.177600,0.177600,410761
2017-11-08,0.187100,0.289400,0.174900,0.218500,0.218500,1911814
2017-11-09,0.227200,0.244500,0.202100,0.222200,0.222200,1011566
2017-11-10,0.206300,0.213700,0.179500,0.185600,0.185600,683488
2017-11-11,0.196400,0.202800,0.166200,0.181300,0.181300,718606
2017-11-12,0.176600,0.197500,0.150300,0.168300,0.168300,2194912
2017-11-13,0.173000,0.210800,0.173000,0.183700,0.183700,969077
2017-11-14,0.195400,0.209200,0.174100,0.188000,0.188000,817061
2017-11-15,0.186000,0.189600,0.172700,0.182800,0.182800,489304
2017-11-16,0.182300,0.188200,0.161000,0.168500,0.168500,664426
2017-11-17,0.169200,0.172400,0.152600,0.156100,0.156100,893259
2017-11-18,0.163100,0.179600,0.159400,0.172700,0.172700,751162
2017-11-19,0.176700,0.177100,0.146400,0.159100,0.159100,499275
2017-11-20,0.165000,0.169100,0.154800,0.161200,0.161200,702259
2017-11-21,0.158000,0.163600,0.146700,0.157600,0.157600,699979
2017-11-22,0.166500,0.177200,0.152500,0.169500,0.169500,1020247
2017-11-23,0.180100,22426.400391,0.159000,0.164500,0.164500,1244956
2017-11-24,0.190300,0.205000,0.175900,0.193200,0.193200,1297480
2017-11-25,0.190800,0.192300,0.170100,0.180700,0.180700,803851
2017-11-26,0.183000,0.191000,0.177900,0.180600,0.180600,567080
2017-11-27,0.182400,0.187300,0.167900,0.186000,0.186000,629609
2017-11-28,0.182500,0.190500,0.174900,0.177200,0.177200,653739
2017-11-29,0.162400,0.168700,0.131400,0.149500,0.149500,1064671
2017-11-30,0.152100,0.170700,0.145500,0.167900,0.167900,1080472
2017-12-01,0.178200,0.184100,0.166400,0.177800,0.177800,1069207
2017-12-02,0.176500,0.223500,0.166700,0.207600,0.207600,1999310
2017-12-03,0.209800,0.249900,0.192700,0.233600,0.233600,2423371
2017-12-04,0.235700,0.256800,0.210100,0.228400,0.228400,1886820
2017-12-05,0.222100,0.317800,0.213000,0.316900,0.316900,3135983
2017-12-06,0.294900,0.337600,0.251200,0.286300,0.286300,4189283
2017-12-07,0.285400,0.302800,0.232100,0.258500,0.258500,2173954
2017-12-08,0.277200,0.281200,0.212300,0.243000,0.243000,1566180
2017-12-09,0.254400,0.272800,0.222700,0.243100,0.243100,1369290
2017-12-10,0.224400,0.258400,0.210000,0.254900,0.254900,1239677
2017-12-11,0.299700,0.330400,0.249400,0.251500,0.251500,1487597
2017-12-12,0.321700,0.349000,0.203500,0.228500,0.228500,1881794
2017-12-13,0.245300,0.292800,0.233000,0.260400,0.260400,1930697
2017-12-14,0.260900,0.381500,0.238400,0.321000,0.321000,3241087
2017-12-15,0.316700,0.353400,0.273700,0.321900,0.321900,2431011
2017-12-16,0.325900,0.356800,0.284100,0.340400,0.340400,2214085
2017-12-17,0.352600,0.437800,0.348300,0.413800,0.413800,3790263
2017-12-18,0.453100,0.488000,0.381200,0.484600,0.484600,4167348
2017-12-19,0.500900,0.530000,0.399800,0.425800,0.425800,3170285
2017-12-20,0.422800,0.422800,0.343600,0.378200,0.378200,3068520
2017-12-21,0.370100,0.473600,0.355200,0.429500,0.429500,3713362
2017-12-22,0.357900,0.468400,0.340100,0.440000,0.440000,4813752
2017-12-23,0.468500,0.679400,0.456000,0.589500,0.589500,7594941
2017-12-24,0.568800,0.648200,0.459500,0.542500,0.542500,5268875
2017-12-25,0.580400,0.606000,0.489100,0.501400,0.501400,2358721
2017-12-26,0.522300,0.565000,0.437000,0.513700,0.513700,2956648
2017-12-27,0.504600,0.555000,0.444700,0.502700,0.502700,1816748
2017-12-28,0.486900,0.516000,0.438700,0.505300,0.505300,1287915
2017-12-29,0.521400,0.524300,0.465900,0.489800,0.489800,1331508
2017-12-30,0.454600,0.589000,0.440500,0.551600,0.551600,2271023
2017-12-31,0.589900,0.616200,0.546300,0.599100,0.599100,2438300
2018-01-01,0.611200,0.733500,0.587100,0.719900,0.719900,3180152
2018-01-02,0.823200,0.830200,0.597400,0.665000,0.665000,3443465
2018-01-03,0.723700,0.751800,0.658800,0.679000,0.679000,2417304
2018-01-04,0.680300,1.006000,0.680300,0.969400,0.969400,5452624
2018-01-05,0.954700,1.199000,0.870400,0.966900,0.966900,6415777
2018-01-06,0.971900,1.204000,0.966300,1.101000,1.101000,4700772
2018-01-07,1.185000,1.341000,1.047000,1.259000,1.259000,6732209
2018-01-08,1.279000,1.375000,1.136000,1.375000,1.375000,6998086
2018-01-09,1.560000,1.599000,1.201000,1.226000,1.226000,3972415
2018-01-10,1.187000,1.242000,0.999200,1.176000,1.176000,3564554
2018-01-11,1.073000,1.129000,0.922800,1.009000,1.009000,3287396
2018-01-12,1.127000,1.170000,1.026000,1.044000,1.044000,2617857
2018-01-13,1.147000,1.356000,1.039000,1.098000,1.098000,3860456
2018-01-14,1.078000,1.141000,0.988300,1.003000,1.003000,1966330
2018-01-15,0.943700,0.984200,0.806900,0.869600,0.869600,2298437
2018-01-16,0.714300,0.776100,0.591500,0.742500,0.742500,2923410
2018-01-17,0.724500,0.766500,0.615700,0.711700,0.711700,2672895
2018-01-18,0.703600,0.779800,0.696000,0.734400,0.734400,1846687
2018-01-19,0.752100,0.863600,0.726200,0.814800,0.814800,1771693
2018-01-20,0.903300,1.254000,0.862900,1.243000,1.243000,3980608
2018-01-21,1.144000,1.144000,0.855000,0.904300,0.904300,5105267
2018-01-22,0.855200,0.958800,0.779700,0.804100,0.804100,2309469
2018-01-23,0.791900,0.866300,0.745200,0.795100,0.795100,1665964
2018-01-24,0.857500,0.878800,0.792100,0.796300,0.796300,1429232
2018-01-25,0.784800,0.797300,0.722000,0.752400,0.752400,1190293
2018-01-26,0.754000,0.765500,0.675200,0.704900,0.704900,1424912
2018-01-27,0.745500,0.869000,0.685200,0.777100,0.777100,3815324
2018-01-28,0.863000,0.923700,0.757300,0.760400,0.760400,2150862
2018-01-29,0.722300,0.733300,0.684500,0.694500,0.694500,1153808
2018-01-30,0.631400,0.638200,0.562300,0.601300,0.601300,1457144
2018-01-31,0.628200,0.657900,0.586300,0.623300,0.623300,959155
2018-02-01,0.575600,0.576300,0.453600,0.516600,0.516600,1085512
2018-02-02,0.461900,0.525700,0.390600,0.494200,0.494200,1988367
2018-02-03,0.521500,0.553400,0.494400,0.517700,0.517700,613325
